ID;DATUM;TYZDEN;C_1;C_2;C_3;C_4;C_5;C_6;C_7;C_8;C_9;C_10;C_11;C_12;C_13;C_14;C_15;C_16;C_17;C_18;C_19;C_20
271;17.10.1999;42;6;9;11;12;16;17;20;36;41;49;51;55;56;66;67;69;71;73;74;80
272;18.10.1999;43;9;11;12;13;24;27;28;29;32;34;36;42;46;48;52;62;67;72;73;79
273;19.10.1999;43;1;10;18;23;27;28;37;38;42;43;44;46;50;51;53;60;64;66;71;73
274;20.10.1999;43;1;5;12;13;20;22;29;31;32;35;36;47;49;53;58;64;65;69;74;76
275;21.10.1999;43;1;7;12;14;18;26;28;32;41;45;61;64;66;67;69;74;75;78;79;80
276;22.10.1999;43;1;6;9;10;19;24;29;34;35;37;38;41;51;56;59;60;71;73;77;79
277;23.10.1999;43;5;12;19;20;29;36;39;41;42;43;44;52;53;56;57;65;66;68;70;72
278;24.10.1999;43;6;7;9;14;19;21;23;28;30;33;34;42;43;54;55;56;64;73;76;78
279;25.10.1999;44;1;2;13;26;29;33;34;37;39;45;48;50;55;61;63;64;68;71;77;79
280;26.10.1999;44;4;6;10;14;18;28;32;33;39;48;53;55;56;60;62;67;74;75;77;78
281;27.10.1999;44;3;6;11;14;15;16;27;28;35;36;38;44;46;49;52;63;67;78;79;80
282;28.10.1999;44;3;5;9;12;13;19;23;24;25;32;43;52;54;55;56;58;63;69;71;75
283;29.10.1999;44;3;5;6;8;13;15;17;19;22;33;34;35;39;42;46;48;50;56;66;79
284;30.10.1999;44;3;8;15;16;33;34;37;45;49;50;51;54;57;59;62;66;70;75;76;78
285;31.10.1999;44;1;6;8;11;13;16;23;29;34;38;42;44;46;60;61;64;66;70;74;75
286;1.11.1999;45;2;7;21;25;27;29;31;35;36;39;44;47;49;50;62;63;66;68;73;75
287;2.11.1999;45;1;4;5;11;12;13;14;19;23;34;40;43;46;47;52;54;60;61;63;76
288;3.11.1999;45;2;3;11;13;23;24;25;27;38;45;53;57;58;59;63;70;71;73;74;80
289;4.11.1999;45;2;5;12;15;22;23;28;29;34;43;45;50;54;58;60;63;67;70;75;80
290;5.11.1999;45;3;13;15;18;22;29;32;34;41;44;46;48;51;59;63;70;71;76;78;80
291;6.11.1999;45;4;8;10;19;25;29;38;39;40;44;45;46;47;51;55;59;63;74;78;79
292;7.11.1999;45;1;7;19;20;25;31;35;36;44;49;52;54;55;56;59;61;63;66;71;77
293;8.11.1999;46;3;4;5;9;10;16;18;21;22;30;46;47;50;56;57;58;63;66;67;68
294;9.11.1999;46;1;2;5;10;13;14;22;40;42;47;50;53;55;60;63;65;71;75;77;80
295;10.11.1999;46;2;10;11;12;21;23;32;33;35;40;41;44;52;55;64;68;70;72;76;79
296;11.11.1999;46;5;6;8;10;12;17;31;33;34;35;37;48;54;56;64;69;71;73;77;80
297;12.11.1999;46;1;2;9;16;21;23;24;29;32;35;37;38;43;44;49;61;64;70;71;80
298;13.11.1999;46;5;14;15;20;23;27;34;36;43;46;49;54;59;60;63;64;66;71;72;73
299;14.11.1999;46;4;5;8;9;11;12;15;20;22;29;34;36;42;47;51;57;58;61;62;79
300;15.11.1999;47;11;16;19;21;27;30;34;43;44;48;51;55;56;57;67;68;70;71;73;79
301;16.11.1999;47;8;11;12;16;29;31;32;36;40;46;47;54;55;57;61;63;69;70;72;78
302;17.11.1999;47;1;5;7;9;11;19;22;27;28;34;44;45;48;49;57;68;72;74;76;77
303;18.11.1999;47;3;6;8;9;12;15;18;23;25;26;27;31;39;44;54;58;59;66;70;75
304;19.11.1999;47;1;2;5;10;13;17;20;21;24;27;30;37;38;46;47;64;66;68;78;80
305;20.11.1999;47;6;7;11;15;17;20;21;25;30;34;35;47;54;57;61;71;72;73;76;77
306;21.11.1999;47;2;6;9;14;15;16;27;28;30;37;41;50;53;54;57;62;63;65;74;78
307;22.11.1999;48;1;5;6;12;13;14;20;29;30;32;36;42;44;52;53;58;61;62;64;78
308;23.11.1999;48;1;2;4;6;7;8;11;22;27;28;35;43;44;48;51;62;63;65;74;78
309;24.11.1999;48;8;12;23;24;29;33;36;37;40;41;44;54;56;57;60;61;62;67;72;77
310;25.11.1999;48;1;2;3;6;9;12;13;19;23;28;36;39;44;48;51;53;60;68;73;77
311;26.11.1999;48;1;2;3;15;16;18;19;23;28;32;35;41;47;49;53;54;64;65;66;73
312;27.11.1999;48;6;13;23;26;28;30;37;38;42;43;49;52;53;56;57;60;64;66;71;78
313;28.11.1999;48;8;9;12;13;19;20;28;29;30;32;40;44;46;59;61;66;68;71;73;80
314;29.11.1999;49;3;5;7;12;13;18;19;23;27;29;30;38;53;55;56;59;70;72;73;74
315;30.11.1999;49;2;6;22;23;27;29;35;38;39;45;47;50;53;54;56;57;58;61;66;78
316;1.12.1999;49;7;8;10;12;15;25;26;33;43;49;52;56;64;65;66;69;71;72;73;75
317;2.12.1999;49;6;7;8;16;23;24;28;35;37;48;50;51;64;71;72;73;76;77;78;80
318;3.12.1999;49;2;3;4;14;27;28;29;34;41;55;56;57;60;63;65;69;74;75;76;78
319;4.12.1999;49;2;3;5;6;15;16;20;32;33;35;41;48;51;52;54;58;62;68;69;75
320;5.12.1999;49;2;5;6;14;16;22;24;27;28;30;35;38;39;46;53;57;69;70;71;76
321;6.12.1999;50;2;10;11;14;17;18;22;35;47;50;51;54;57;59;63;66;69;70;71;74
322;7.12.1999;50;14;22;25;26;30;31;32;40;45;49;53;58;59;60;63;64;67;73;77;79
323;8.12.1999;50;9;11;12;14;35;38;39;42;45;47;56;61;62;64;69;71;72;73;78;79
324;9.12.1999;50;5;7;10;23;29;30;34;41;42;43;45;46;57;60;62;63;71;74;78;79
325;10.12.1999;50;2;5;6;9;12;19;22;28;30;43;44;49;51;53;63;67;68;73;75;78
326;11.12.1999;50;2;5;10;11;18;19;22;25;28;29;32;49;59;60;61;65;67;69;76;77
327;12.12.1999;50;1;5;11;12;14;18;21;28;47;49;51;57;61;63;64;65;72;74;77;79
328;13.12.1999;51;1;6;12;19;23;26;33;36;38;40;43;44;45;50;59;64;65;66;73;76
329;14.12.1999;51;3;4;13;20;27;32;36;40;41;47;48;55;56;61;63;65;66;68;70;74
330;15.12.1999;51;7;11;13;15;20;23;25;27;35;40;42;46;47;54;58;60;62;65;70;76
331;16.12.1999;51;4;6;10;21;22;23;24;28;36;38;39;46;51;52;56;65;67;71;78;79
332;17.12.1999;51;4;6;8;14;15;16;17;23;29;35;37;41;47;59;60;64;67;68;70;75
333;18.12.1999;51;1;2;8;11;14;15;20;24;26;29;34;39;48;54;55;57;60;63;66;74
334;19.12.1999;51;4;6;13;14;15;18;20;23;25;31;43;45;55;57;59;62;70;73;77;80
335;20.12.1999;52;2;3;13;16;20;24;30;33;34;41;43;49;50;54;57;60;63;70;73;74
336;21.12.1999;52;2;4;7;9;11;16;17;24;28;31;34;44;45;46;48;50;65;69;74;75
337;22.12.1999;52;5;6;7;15;23;27;34;36;38;53;56;59;66;68;69;70;72;74;77;80
338;23.12.1999;52;1;5;7;9;12;27;31;40;43;48;51;56;59;61;63;65;68;76;78;80
339;26.12.1999;52;2;14;22;24;25;27;28;33;34;35;38;40;44;47;51;53;62;68;69;79
340;27.12.1999;53;3;8;9;16;18;19;20;22;23;45;47;54;55;57;60;67;68;70;77;78
341;28.12.1999;53;3;11;17;18;20;29;32;39;47;48;50;55;61;62;65;67;69;71;73;75
342;29.12.1999;53;2;11;13;18;27;28;39;44;46;47;54;57;60;65;67;69;74;75;78;79
343;30.12.1999;53;1;2;10;13;14;15;19;28;31;40;43;48;50;54;57;62;63;69;70;79
344;31.12.1999;53;8;14;16;27;32;34;35;37;42;44;47;51;52;53;58;63;64;67;74;80
345;2.1.2000;53;9;10;11;12;14;21;23;24;31;38;39;40;42;49;52;54;56;59;70;79
346;3.1.2000;2;1;4;5;6;7;16;18;22;24;25;29;30;34;44;45;50;56;65;66;72
347;4.1.2000;2;1;9;18;19;22;27;28;29;31;34;38;43;53;54;56;63;67;69;72;76
348;5.1.2000;2;2;3;7;14;15;25;31;33;34;35;38;52;58;62;64;66;69;75;76;79
349;6.1.2000;2;3;4;6;7;12;19;23;27;28;31;35;47;48;51;56;68;69;70;73;77
350;7.1.2000;2;2;3;12;14;22;24;25;31;32;39;47;49;50;52;59;63;65;75;77;80
351;8.1.2000;2;9;10;12;20;21;22;24;28;31;33;35;38;41;42;44;46;49;52;59;76
352;9.1.2000;2;3;8;14;17;18;23;37;38;45;49;50;52;55;57;58;61;65;66;70;73
353;10.1.2000;3;2;6;16;18;24;31;35;36;38;39;42;44;45;49;55;56;58;69;75;78
354;11.1.2000;3;2;10;18;24;33;35;37;42;46;50;51;55;56;57;58;60;62;67;68;75
355;12.1.2000;3;3;4;14;18;21;22;26;30;40;42;51;53;57;58;60;61;62;66;74;77
356;13.1.2000;3;2;4;5;11;19;22;23;25;32;35;41;42;43;45;50;52;56;57;61;73
357;14.1.2000;3;3;4;5;11;15;28;29;32;36;39;40;42;44;46;48;50;64;69;72;79
358;15.1.2000;3;2;4;9;10;11;19;20;24;29;34;39;41;42;43;49;68;70;73;76;77
359;16.1.2000;3;6;7;8;9;13;17;19;31;34;36;47;60;61;64;66;70;74;75;76;80
360;17.1.2000;4;1;2;6;7;12;24;27;38;43;44;51;53;56;57;61;62;65;72;75;79
361;18.1.2000;4;3;6;7;17;19;30;32;33;38;41;44;49;52;54;55;57;66;69;70;77
362;19.1.2000;4;2;7;9;13;22;23;24;26;50;52;55;56;62;65;68;71;77;78;79;80
363;20.1.2000;4;1;2;4;6;8;10;13;14;22;24;31;33;34;35;36;42;45;49;50;54
364;21.1.2000;4;3;9;11;13;14;18;19;24;27;30;32;38;49;62;64;65;70;73;74;76
365;22.1.2000;4;4;7;14;30;31;33;35;37;38;39;41;53;56;59;62;63;66;70;77;79
366;23.1.2000;4;3;5;9;11;14;17;19;22;29;30;39;43;53;58;61;64;66;72;76;80
367;24.1.2000;5;3;12;24;25;29;32;39;43;46;48;50;54;62;66;68;70;71;75;78;79
368;25.1.2000;5;1;7;9;12;13;16;21;23;26;29;34;35;36;37;40;51;68;69;71;75
369;26.1.2000;5;1;2;5;7;8;11;30;32;34;39;40;43;46;60;66;67;70;78;79;80
370;27.1.2000;5;1;5;6;8;9;10;12;13;23;27;33;41;42;45;49;50;63;64;73;76
371;28.1.2000;5;2;4;9;14;15;23;24;28;31;34;39;42;44;45;48;57;59;70;77;78
372;29.1.2000;5;1;4;6;17;24;30;34;36;44;46;50;54;55;56;58;59;60;61;72;77
373;30.1.2000;5;1;9;25;34;35;40;42;47;51;52;57;61;65;67;69;71;72;75;78;80
374;31.1.2000;6;7;11;15;17;18;19;20;21;23;32;39;43;48;58;66;70;71;72;76;79
375;1.2.2000;6;2;3;5;7;14;16;20;22;29;37;43;46;47;53;58;63;73;75;78;80
376;2.2.2000;6;1;3;4;7;10;11;13;17;20;25;27;28;31;41;43;48;57;60;68;73
377;3.2.2000;6;5;7;12;17;21;24;25;32;33;35;36;37;39;44;53;61;66;67;73;75
378;4.2.2000;6;4;10;16;17;18;21;22;24;25;29;31;32;37;40;41;51;61;62;63;68
379;5.2.2000;6;9;13;15;20;23;29;32;41;46;50;53;55;57;59;60;61;62;65;68;74
380;6.2.2000;6;1;5;14;15;18;20;21;22;25;26;31;36;40;47;49;53;65;66;68;74
381;7.2.2000;7;10;11;12;17;19;20;24;31;32;35;37;40;46;51;55;61;70;71;73;77
382;8.2.2000;7;1;4;6;10;11;20;21;25;35;39;46;49;53;56;59;63;66;69;72;73
383;9.2.2000;7;2;6;9;11;16;17;31;35;45;49;58;59;62;63;65;70;72;74;79;80
384;10.2.2000;7;2;4;7;16;27;31;33;37;41;42;50;61;65;67;69;71;73;74;77;78
385;11.2.2000;7;1;3;9;10;13;17;20;28;31;32;39;49;53;55;59;64;68;69;75;79
386;12.2.2000;7;3;5;15;21;23;27;37;41;42;43;49;50;53;55;61;63;72;75;76;80
387;13.2.2000;7;1;3;4;5;16;17;25;26;29;35;38;44;47;51;52;60;63;68;69;74
388;14.2.2000;8;5;6;8;9;14;15;18;21;27;30;36;37;41;44;52;54;60;68;69;72
389;15.2.2000;8;3;15;22;23;25;28;29;31;35;39;40;43;44;48;50;51;57;61;76;79
390;16.2.2000;8;2;7;11;14;20;27;28;35;37;39;43;48;54;65;67;68;72;73;77;78
391;17.2.2000;8;3;4;24;25;27;30;34;38;40;41;43;47;53;54;56;62;67;68;73;77
392;18.2.2000;8;11;15;18;21;25;29;31;32;34;37;41;54;55;58;63;65;66;67;75;78
393;19.2.2000;8;11;17;18;23;24;27;31;33;46;48;55;56;58;60;61;63;65;68;72;75
394;20.2.2000;8;1;3;7;10;15;16;23;34;35;39;44;45;46;48;50;60;64;71;74;79
395;21.2.2000;9;2;3;12;29;32;39;41;44;48;49;51;53;54;58;59;61;64;66;69;70
396;22.2.2000;9;1;2;7;11;20;21;24;31;32;37;42;47;48;62;66;69;70;74;75;80
397;23.2.2000;9;2;6;7;8;10;15;19;24;28;29;32;35;44;45;46;52;56;60;61;70
398;24.2.2000;9;4;5;6;11;13;26;33;34;41;43;48;52;54;59;65;68;69;70;75;77
399;25.2.2000;9;1;2;7;13;17;24;31;38;44;45;47;49;50;53;56;59;69;70;78;80
400;26.2.2000;9;1;7;15;17;19;27;31;38;42;44;46;47;50;59;65;68;70;73;76;78
401;27.2.2000;9;1;6;12;20;21;26;31;36;42;43;44;46;52;62;63;64;68;70;77;79
402;28.2.2000;10;1;5;8;10;11;13;14;16;22;26;31;37;51;57;60;66;68;71;72;75
403;29.2.2000;10;1;13;24;25;29;30;32;34;40;46;47;49;50;54;55;56;61;70;77;78
404;1.3.2000;10;2;12;14;17;19;21;24;25;38;40;42;45;51;55;57;60;66;74;75;76
405;2.3.2000;10;2;5;6;16;26;27;30;31;32;34;41;43;48;50;60;62;66;75;78;80
406;3.3.2000;10;1;7;11;14;19;29;32;37;38;39;42;44;46;52;54;62;63;65;70;74
407;4.3.2000;10;2;5;10;11;17;18;19;28;31;34;45;49;50;52;64;65;67;69;71;75
408;5.3.2000;10;3;7;8;14;16;17;24;25;30;32;36;50;65;69;70;71;73;76;77;79
409;6.3.2000;11;2;4;10;13;17;20;26;30;35;36;40;50;51;55;63;67;68;71;74;80
410;7.3.2000;11;10;11;13;17;19;20;24;28;30;32;37;54;57;58;63;65;66;68;70;73
411;8.3.2000;11;4;5;6;9;12;17;20;22;24;26;27;33;34;44;47;48;62;63;67;74
412;9.3.2000;11;4;5;6;10;21;33;41;42;43;45;48;49;61;62;65;66;69;70;74;78
413;10.3.2000;11;3;4;11;17;22;26;38;39;41;42;45;47;49;52;58;66;67;72;74;77
414;11.3.2000;11;1;10;11;19;24;33;34;36;38;40;41;43;45;55;60;62;65;72;73;76
415;12.3.2000;11;4;9;11;15;26;30;31;34;36;38;46;50;56;58;59;70;71;77;78;80
416;13.3.2000;12;3;5;7;9;10;12;19;21;27;28;33;34;35;37;38;39;45;51;63;64
417;14.3.2000;12;1;5;16;18;20;24;27;28;31;37;40;46;47;49;51;61;65;71;72;79
418;15.3.2000;12;3;4;8;11;13;14;19;23;25;26;30;31;33;34;37;38;50;51;63;78
419;16.3.2000;12;6;7;8;17;23;24;31;33;34;46;51;54;56;59;60;65;68;70;73;80
420;17.3.2000;12;9;13;16;17;18;19;21;22;23;25;26;30;31;32;40;42;50;65;66;76
421;18.3.2000;12;7;8;16;17;25;27;29;32;34;51;53;54;61;64;66;67;68;70;75;79
422;19.3.2000;12;13;19;21;24;25;27;28;29;31;34;36;40;41;42;49;54;58;66;67;73
423;20.3.2000;13;4;5;7;14;21;25;26;36;42;43;44;48;58;60;65;67;69;72;77;80
424;21.3.2000;13;5;6;9;16;19;25;28;32;37;39;41;42;43;52;55;57;63;64;73;74
425;22.3.2000;13;1;2;5;9;15;16;18;22;25;27;28;34;42;46;50;58;64;68;71;78
426;23.3.2000;13;5;12;14;15;23;30;34;37;45;47;49;51;54;61;62;65;69;70;74;80
427;24.3.2000;13;1;16;19;21;22;25;28;30;31;45;49;51;52;53;54;55;62;65;68;80
428;25.3.2000;13;8;10;12;13;20;26;27;30;41;42;47;50;51;53;58;60;63;64;70;73
429;26.3.2000;13;6;7;20;24;27;31;37;42;43;48;49;54;56;57;60;64;72;73;77;79
430;27.3.2000;14;1;9;10;11;13;19;20;24;29;30;35;39;47;57;58;71;73;76;78;80
431;28.3.2000;14;1;3;5;7;9;10;13;23;26;27;31;35;36;37;43;52;53;61;63;70
432;29.3.2000;14;7;9;11;25;26;29;32;36;37;38;41;44;47;51;53;59;63;70;72;78
433;30.3.2000;14;2;5;8;12;14;22;23;27;44;45;46;52;53;57;62;70;72;75;78;79
434;31.3.2000;14;2;6;7;9;14;25;26;29;30;36;38;39;43;44;57;64;73;74;75;78
435;1.4.2000;14;1;6;17;19;22;25;30;33;36;41;42;44;51;52;55;59;68;72;77;80
436;2.4.2000;14;5;11;14;16;18;19;26;30;38;41;44;48;49;58;65;66;67;69;71;72
437;3.4.2000;15;2;7;12;14;16;17;18;19;35;44;48;49;52;57;64;66;69;72;75;80
438;4.4.2000;15;1;3;5;6;19;20;23;25;27;35;45;52;53;55;60;65;73;74;76;80
439;5.4.2000;15;6;9;13;15;25;29;33;37;39;40;42;48;52;60;61;67;71;73;74;77
440;6.4.2000;15;1;3;12;16;22;27;29;35;36;40;44;45;55;56;58;60;61;66;69;73
441;7.4.2000;15;6;8;9;12;14;16;18;28;35;36;38;42;43;53;56;59;60;65;67;80
442;8.4.2000;15;2;9;15;16;22;23;27;29;32;33;46;53;54;56;62;71;72;76;77;78
443;9.4.2000;15;7;10;12;21;24;29;31;32;34;35;37;40;44;63;66;67;68;73;76;77
444;10.4.2000;16;2;3;5;10;12;13;14;18;19;21;25;26;29;36;43;44;46;52;58;74
445;11.4.2000;16;5;6;13;15;17;18;21;22;31;33;36;44;47;56;59;61;63;70;72;74
446;12.4.2000;16;4;13;14;17;19;25;26;27;36;38;39;42;46;60;62;70;76;77;79;80
447;13.4.2000;16;9;10;11;12;14;16;22;28;35;41;42;45;48;51;55;60;67;68;71;78
448;14.4.2000;16;1;7;12;15;22;24;25;28;37;38;44;54;60;64;70;71;74;75;77;79
449;15.4.2000;16;2;3;11;18;22;23;25;27;32;39;50;51;53;56;63;69;70;71;72;78
450;16.4.2000;16;4;5;9;14;15;24;25;26;29;31;36;43;47;49;59;65;68;70;71;75
451;17.4.2000;17;6;8;10;13;14;15;16;19;21;22;30;34;38;48;49;62;69;70;77;80
452;18.4.2000;17;7;9;12;13;15;17;18;25;28;29;30;41;50;59;61;62;64;68;78;80
453;19.4.2000;17;6;7;9;17;20;26;32;39;42;47;49;60;63;66;68;70;72;73;74;77
454;20.4.2000;17;7;10;11;21;24;25;26;38;46;47;48;49;50;52;62;64;68;70;79;80
455;22.4.2000;17;1;9;12;13;23;24;25;33;36;37;41;44;51;53;54;55;57;61;69;72
456;23.4.2000;17;6;13;14;28;29;31;36;39;40;41;47;50;52;59;65;68;69;72;73;75
457;24.4.2000;18;7;8;9;12;14;18;20;22;25;32;35;37;40;42;54;59;61;69;71;76
458;25.4.2000;18;3;8;9;18;23;30;33;38;41;43;46;47;48;52;54;56;59;65;70;78
459;26.4.2000;18;2;3;5;7;10;14;16;17;25;33;34;36;40;45;46;53;62;69;71;76
460;27.4.2000;18;3;4;7;8;12;19;21;22;24;28;34;38;42;48;52;55;58;68;76;79
461;28.4.2000;18;1;3;5;7;13;16;18;27;33;36;47;50;51;54;57;60;65;69;74;79
462;29.4.2000;18;4;5;6;8;12;14;15;17;19;23;30;31;32;35;40;43;51;64;66;70
463;30.4.2000;18;5;7;9;10;13;15;20;22;27;28;31;38;40;42;46;49;54;55;58;63
464;1.5.2000;19;1;6;7;15;16;24;25;30;31;40;47;51;55;56;58;65;70;76;78;80
465;2.5.2000;19;6;8;9;10;11;15;19;23;24;27;37;43;47;48;52;62;69;71;77;78
466;3.5.2000;19;1;7;8;9;15;16;28;30;31;32;34;38;46;59;64;66;70;72;76;78
467;4.5.2000;19;3;11;14;17;19;23;24;31;37;38;45;48;49;55;58;62;65;68;73;77
468;5.5.2000;19;10;13;14;18;19;22;23;24;27;28;44;48;52;56;63;67;71;73;78;80
469;6.5.2000;19;2;5;8;14;20;23;26;30;31;43;51;52;53;55;63;64;66;74;75;80
470;7.5.2000;19;1;3;6;10;12;16;17;26;27;34;36;40;42;44;45;47;48;53;55;61
471;8.5.2000;20;5;13;15;23;24;31;33;34;40;41;43;46;51;55;57;67;69;71;73;75
472;9.5.2000;20;4;12;18;21;24;27;35;38;40;41;50;52;54;55;62;63;74;75;76;77
473;10.5.2000;20;3;6;10;23;24;25;26;27;30;36;39;40;43;44;59;60;68;74;75;76
474;11.5.2000;20;3;4;8;11;13;17;20;22;24;27;37;42;47;51;53;56;62;67;70;80
475;12.5.2000;20;1;3;4;5;7;8;17;19;24;27;28;31;35;37;38;41;44;46;58;77
476;13.5.2000;20;12;13;25;26;29;30;33;36;37;40;46;58;59;64;65;66;69;70;74;79
477;14.5.2000;20;3;9;11;16;18;23;24;26;28;29;31;38;44;50;51;52;57;61;62;63
478;15.5.2000;21;4;5;9;13;20;21;33;37;38;45;49;51;52;56;57;58;71;77;78;80
479;16.5.2000;21;6;9;10;15;26;35;36;37;38;39;47;49;53;54;56;61;70;71;72;78
480;17.5.2000;21;2;9;10;17;19;24;27;30;32;41;46;48;49;51;66;67;69;72;76;77
481;18.5.2000;21;9;24;25;28;32;34;35;37;40;43;45;53;55;56;59;68;72;73;78;79
482;19.5.2000;21;3;10;13;15;23;27;28;36;38;40;41;43;45;49;50;51;53;62;66;79
483;20.5.2000;21;1;6;8;10;13;16;18;20;23;36;38;43;47;48;50;53;56;59;63;78
484;21.5.2000;21;1;2;7;8;9;12;22;23;30;31;32;38;46;50;55;56;57;58;59;71
485;22.5.2000;22;1;2;3;5;6;10;12;13;15;19;24;25;51;52;53;56;59;63;66;79
486;23.5.2000;22;7;15;17;20;23;39;43;45;47;49;56;57;61;62;67;69;72;74;75;79
487;24.5.2000;22;1;7;14;17;18;19;22;24;28;35;44;46;51;54;65;66;68;69;71;80
488;25.5.2000;22;8;16;20;22;25;31;32;33;35;37;47;52;56;59;65;67;72;76;78;80
489;26.5.2000;22;7;16;23;28;29;31;32;34;36;39;44;48;53;54;55;58;64;65;67;72
490;27.5.2000;22;1;3;4;6;18;23;25;37;40;52;54;55;56;57;60;63;64;67;70;80
491;28.5.2000;22;6;10;16;19;23;29;35;45;46;47;49;51;52;56;58;62;64;67;68;72
492;29.5.2000;23;3;6;11;19;20;22;25;43;44;53;56;69;70;71;72;73;74;75;77;78
493;30.5.2000;23;4;11;20;24;25;27;30;31;33;47;49;50;51;52;55;57;68;77;78;79
494;31.5.2000;23;2;4;6;13;14;16;21;23;29;41;42;43;45;47;49;54;55;58;59;77
495;1.6.2000;23;4;9;11;17;23;25;31;32;34;37;42;43;44;45;49;53;65;69;74;80
496;2.6.2000;23;7;11;12;17;18;19;28;33;35;36;46;47;49;53;56;60;67;68;71;75
497;3.6.2000;23;3;10;13;19;21;23;25;28;38;42;46;47;48;60;65;70;71;73;78;80
498;4.6.2000;23;2;9;12;13;16;17;21;26;30;33;42;43;50;51;56;60;64;67;70;78
499;5.6.2000;24;1;8;9;11;13;18;20;21;23;26;37;48;54;59;61;62;63;76;77;78
500;6.6.2000;24;2;14;18;19;20;24;34;36;41;45;47;49;59;65;69;70;71;75;76;77
501;7.6.2000;24;8;11;17;22;25;29;34;35;36;42;46;47;51;55;65;67;68;76;78;79
502;8.6.2000;24;2;4;8;15;20;22;24;26;27;32;34;38;51;52;54;60;63;64;65;79
503;9.6.2000;24;4;9;10;13;17;21;23;31;32;33;35;38;40;51;54;55;68;69;73;76
504;10.6.2000;24;5;6;10;12;14;18;20;22;23;30;32;39;45;46;56;57;60;61;71;77
505;11.6.2000;24;5;9;11;15;23;27;31;35;40;42;44;45;51;53;56;60;66;73;75;76
506;12.6.2000;25;2;4;9;14;20;22;28;34;35;43;44;45;46;48;49;51;53;67;68;71
507;13.6.2000;25;2;6;8;10;17;18;23;26;33;39;49;54;57;62;63;65;68;74;75;78
508;14.6.2000;25;1;6;15;16;24;33;35;40;41;42;49;50;51;55;58;61;63;66;71;73
509;15.6.2000;25;3;21;29;31;35;37;40;45;46;51;52;55;59;63;64;66;68;74;76;78
510;16.6.2000;25;2;8;11;17;26;27;32;34;37;41;45;52;53;54;56;58;62;69;74;78
511;17.6.2000;25;2;18;19;25;30;31;34;38;42;43;49;51;59;61;63;68;69;70;78;80
512;18.6.2000;25;6;10;16;19;22;24;25;28;30;34;43;44;45;64;65;66;68;71;74;79
513;19.6.2000;26;5;6;8;11;15;17;22;26;32;38;39;40;41;43;45;58;59;60;66;68
514;20.6.2000;26;1;12;13;14;17;19;21;22;34;40;41;45;49;50;52;59;67;73;76;80
515;21.6.2000;26;1;2;3;7;8;12;21;27;28;34;44;46;50;62;65;66;69;72;73;79
516;22.6.2000;26;1;3;9;26;27;28;30;32;36;45;46;51;53;56;57;58;62;65;66;70
517;23.6.2000;26;7;14;17;22;26;27;35;39;45;47;49;50;53;54;59;61;67;68;71;74
518;24.6.2000;26;2;5;10;15;28;29;31;33;35;38;43;56;57;58;59;64;67;72;73;80
519;25.6.2000;26;8;11;13;15;19;24;26;35;45;47;56;57;59;63;64;67;68;70;71;73
520;26.6.2000;27;5;8;11;14;15;17;24;40;41;43;44;48;49;50;51;60;64;70;71;75
521;27.6.2000;27;3;5;14;17;18;20;25;30;33;37;38;43;49;52;57;62;68;70;76;78
522;28.6.2000;27;9;15;19;26;30;37;38;42;44;52;57;59;60;67;73;74;75;76;78;80
523;29.6.2000;27;2;8;10;14;15;18;19;23;28;29;31;47;48;51;52;55;58;60;63;80
524;30.6.2000;27;8;18;19;22;26;27;31;39;50;53;54;55;56;57;60;62;63;64;68;75
525;1.7.2000;27;3;13;16;18;19;22;23;24;30;34;39;40;43;52;56;62;65;70;71;74
526;2.7.2000;27;4;6;9;10;14;20;29;31;33;38;42;46;47;51;57;66;67;74;76;77
527;3.7.2000;28;1;10;12;14;17;18;25;27;28;30;33;34;38;43;45;52;55;56;60;64
528;4.7.2000;28;6;13;14;16;18;33;37;40;42;45;50;51;53;57;58;67;69;74;75;76
529;5.7.2000;28;1;4;7;12;14;23;29;37;47;48;49;51;55;60;64;70;71;72;73;80
530;6.7.2000;28;2;10;18;21;33;38;43;46;50;53;57;64;65;69;70;71;72;78;79;80
531;7.7.2000;28;6;12;13;14;25;27;31;32;35;40;41;42;45;52;57;66;68;72;74;76
532;8.7.2000;28;3;5;16;19;21;24;26;29;32;33;39;44;46;49;57;58;60;62;69;77
533;9.7.2000;28;2;4;6;7;9;19;28;35;40;42;48;49;50;59;65;67;68;72;73;80
534;10.7.2000;29;5;8;17;18;23;26;29;32;33;35;36;37;51;56;59;64;67;69;74;79
535;11.7.2000;29;11;15;18;20;25;26;39;46;53;57;59;60;61;66;71;74;75;76;77;80
536;12.7.2000;29;1;5;11;18;20;23;41;47;54;58;59;61;62;66;68;71;72;73;75;79
537;13.7.2000;29;6;13;15;21;23;24;26;28;32;33;35;36;38;41;47;52;59;62;67;73
538;14.7.2000;29;3;4;6;18;20;24;30;31;33;36;51;52;56;57;58;59;62;66;76;79
539;15.7.2000;29;1;8;9;10;17;19;28;32;33;38;49;52;55;60;63;64;66;68;69;77
540;16.7.2000;29;9;10;11;14;18;20;25;30;31;32;36;39;43;44;46;50;57;63;70;75
541;17.7.2000;30;2;4;7;8;9;12;13;15;29;34;37;40;41;44;50;51;55;65;72;79
542;18.7.2000;30;3;5;7;8;11;12;14;16;18;21;27;31;35;41;43;53;64;65;73;77
